CaseOrder,Customer_id,Interaction,City,State,County,Zip,Lat,Lng,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,item1,item2,item3,item4,item5,item6,item7,item8
8638,J562044,60798d94-532e-43aa-8b00-54bbb178f375,Star Junction,PA,Fayette,15482,40.06068,-79.76639,397.0,Suburban,America/New_York,"Scientist, research (physical sciences)",3.0,64.0,"Some College, 1 or More Years, No Degree",Unemployed,30935.61,Widowed,Male,No,5.49,10.0,0.0,0.0,No,Month-to-month,No,No,Fiber Optic,,Yes,Yes,Yes,No,No,No,No,No,Electronic Check,71.38,170.43,6129.32,4,5,3,4,2,5,5,6
8639,C585212,412c9ae0-e16a-4186-b089-c8ea3d1d1280,Portage,MI,Kalamazoo,49002,42.19737,-85.56095,21226.0,Suburban,America/Detroit,Naval architect,0.0,80.0,Regular High School Diploma,Part Time,58528.77,Married,Male,No,9.87,12.0,1.0,1.0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,No,No,No,No,No,No,Electronic Check,49.27,145.18,4088.43,5,5,4,4,4,2,3,2
8640,Q956853,b0c0b1d1-0a21-406e-858f-025bcaba91f2,Westboro,WI,Taylor,54490,45.33809,-90.40266,856.0,Rural,America/Chicago,Special educational needs teacher,2.0,44.0,"9th Grade to 12th Grade, No Diploma",Part Time,33522.11,Never Married,Male,No,15.74,6.0,0.0,1.0,No,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,Yes,,Yes,Yes,No,Electronic Check,36.39,238.04,5608.52,3,3,3,3,5,3,3,3
8641,K840087,a551581e-ed5c-449d-9859-801a34d789e0,Stoutsville,MO,Monroe,65283,39.50839,-91.83495,429.0,Suburban,America/Chicago,Chemical engineer,9.0,42.0,Nursery School to 8th Grade,Full Time,55287.84,Widowed,Male,No,9.0,11.0,1.0,0.0,,Month-to-month,No,No,DSL,No,No,No,Yes,Yes,,No,No,Yes,Credit Card (automatic),71.54,129.33,6835.3,3,4,4,2,3,4,2,3
8642,E249276,c8f3fb9b-0c0d-4ad6-b0fd-1ac6ff184091,Parlier,CA,Fresno,93648,36.62062,-119.5208,16194.0,Urban,America/Los_Angeles,Sports administrator,2.0,76.0,Bachelor's Degree,Full Time,34685.97,Married,Female,No,10.1,16.0,1.0,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Mailed Check,47.62,162.31,4159.08,3,4,4,4,2,3,4,4
8643,G540903,3bc1e94c-0b92-4492-9262-27fadb3337e1,Cassville,PA,Huntingdon,16623,40.27163,-78.05219,590.0,Urban,America/New_York,Stage manager,0.0,42.0,"Some College, 1 or More Years, No Degree",Full Time,47735.26,Never Married,Male,No,12.8,13.0,0.0,1.0,No,One year,Yes,No,Fiber Optic,,No,No,No,Yes,No,Yes,Yes,No,Bank Transfer(automatic),58.66,220.43,5417.41,6,6,5,2,4,4,5,4
8644,M356621,39f69794-52a4-4d36-91bb-06d1c693b024,Spring,TX,Harris,77388,30.05984,-95.46851,49487.0,Rural,America/Chicago,Sub,1.0,38.0,"Some College, 1 or More Years, No Degree",Full Time,30216.55,Widowed,Female,No,18.79,13.0,1.0,1.0,,One year,Yes,No,None,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Bank Transfer(automatic),50.95,254.94,4953.44,4,4,4,5,3,5,5,4
8645,B707938,cafd429c-abf5-409d-b1ac-8af8b41263be,Lebanon,PA,Lebanon,17046,40.38269,-76.43004,30815.0,Suburban,America/New_York,Mental health nurse,1.0,81.0,"Some College, 1 or More Years, No Degree",Full Time,10759.62,Divorced,Female,Yes,13.78,12.0,0.0,1.0,No,Month-to-month,Yes,No,Fiber Optic,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Electronic Check,41.88,243.22,4054.14,5,4,3,6,4,6,5,3
8646,C612880,79428145-f501-4447-aa5e-5c2f4006cc15,Arlington,VA,Arlington,22205,38.88347,-77.13957,19162.0,Rural,America/New_York,Radio producer,0.0,46.0,Bachelor's Degree,Full Time,54540.21,Never Married,Female,No,14.46,11.0,0.0,0.0,,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,No,No,No,No,Credit Card (automatic),62.81,137.95,5340.46,2,3,4,3,3,3,3,3
8647,Q531557,10ed84bd-e76c-4e26-94b1-2d4411527641,Oriskany,NY,Oneida,13424,43.15238,-75.36526,2468.0,Rural,America/New_York,"Sound technician, broadcasting/film/video",0.0,77.0,Bachelor's Degree,Full Time,25293.87,Divorced,Female,No,9.78,13.0,1.0,0.0,Yes,Two Year,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,No,Electronic Check,43.51,231.34,4023.12,4,3,4,4,3,2,4,5
8648,C271341,d5fbda1f-e5f4-4bf2-86b2-9b7e0601be07,Moundville,AL,Hale,35474,32.93785,-87.57215,6454.0,Urban,America/Chicago,"Designer, multimedia",1.0,61.0,"Some College, 1 or More Years, No Degree",Full Time,82302.01,Divorced,Female,No,12.52,8.0,0.0,0.0,No,One year,No,No,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Mailed Check,47.29,215.46,4276.02,3,3,3,3,3,2,4,4
8649,F57817,34877945-0c57-401c-9e8f-5e8d1f6529d0,Wallaceton,PA,Clearfield,16876,40.96634,-78.2909,310.0,Urban,America/New_York,Retail buyer,2.0,87.0,Regular High School Diploma,Full Time,37424.3,Married,Male,No,13.98,13.0,1.0,0.0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Bank Transfer(automatic),70.9,215.69,2945.52,3,3,4,2,6,2,2,2
8650,Q722018,986cf501-c771-4256-bc0f-ba8d8153d0b0,Piedmont,OH,Belmont,43983,40.14151,-81.2054,454.0,Urban,America/New_York,Diagnostic radiographer,10.0,54.0,"9th Grade to 12th Grade, No Diploma",Part Time,22730.72,Married,Male,No,6.18,9.0,0.0,1.0,No,One year,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,No,No,Bank Transfer(automatic),44.68,170.9,5291.53,5,4,3,3,3,3,4,2
8651,R65614,9f421bce-7ae6-4a58-88e1-b77b480c041b,Marsland,NE,Dawes,69354,42.43668,-103.4077,135.0,Urban,America/Denver,Multimedia programmer,0.0,31.0,Bachelor's Degree,Retired,45320.65,Married,Female,No,9.53,12.0,2.0,1.0,No,Two Year,No,Yes,Fiber Optic,,Yes,No,No,Yes,No,Yes,Yes,No,Electronic Check,57.52,252.52,5385.3,4,3,3,4,3,3,3,3
8652,U961818,80ab845b-1719-41e7-8e6b-9957bdd2cad8,Prairie Du Rocher,IL,Randolph,62277,38.10088,-90.11549,1363.0,Urban,America/Chicago,"Conservator, museum/gallery",3.0,20.0,"9th Grade to 12th Grade, No Diploma",Student,14817.47,Divorced,Male,No,6.85,7.0,2.0,0.0,Yes,One year,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Bank Transfer(automatic),69.47,234.46,6547.54,4,4,4,4,3,3,4,4
8653,A267630,8c41af10-abc6-48b4-8572-1728121e10ca,Silver Plume,CO,Clear Creek,80476,39.68542,-105.8112,178.0,Rural,America/Denver,"Producer, radio",3.0,69.0,Regular High School Diploma,Full Time,2680.5,Married,Male,No,11.88,11.0,1.0,0.0,No,Month-to-month,No,No,None,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Bank Transfer(automatic),71.84,162.21,6337.76,4,4,3,4,3,4,5,3
8654,L558926,1fd398ef-3a5b-4c64-815d-8dec5404c12d,Rousseau,KY,Breathitt,41366,37.59463,-83.21851,27.0,Urban,America/New_York,Database administrator,3.0,67.0,Regular High School Diploma,Student,43140.04,Never Married,Male,No,4.21,9.0,0.0,1.0,No,One year,No,No,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Credit Card (automatic),67.57,208.08,6026.67,4,5,3,4,3,4,5,3
8655,E242415,0ae4993b-a62c-4eb7-9c8c-864b7838f4a5,Jersey City,NJ,Hudson,7304,40.71648,-74.07355,44233.0,Suburban,America/New_York,Ophthalmologist,2.0,26.0,Regular High School Diploma,Full Time,73725.59,Separated,Female,Yes,13.29,8.0,3.0,0.0,,Month-to-month,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Mailed Check,45.4,244.25,4967.38,4,5,3,3,3,4,2,4
8656,T42915,66d52eaa-a55f-4ea2-8991-c8942f95ad61,Moapa,NV,Clark,89025,36.61511,-114.9107,1171.0,Rural,America/Los_Angeles,"Engineer, land",0.0,76.0,Bachelor's Degree,Student,27144.01,Widowed,Female,No,11.62,16.0,1.0,0.0,No,Two Year,No,No,DSL,Yes,No,No,No,No,No,No,No,Yes,Mailed Check,48.45,93.69,5186.38,3,3,4,3,3,5,4,4
8657,F186234,038002c2-0e2d-4f29-8620-8395066dfa17,Santa Monica,CA,Los Angeles,90402,34.03562,-118.5036,11866.0,Suburban,America/Los_Angeles,Housing manager/officer,4.0,37.0,Regular High School Diploma,Full Time,32646.79,Never Married,Female,No,39.97,9.0,0.0,0.0,No,One year,No,No,DSL,Yes,Yes,Yes,Yes,No,,Yes,No,Yes,Electronic Check,63.58,214.32,6092.61,4,4,3,4,4,3,5,4
8658,N663753,babe5e89-43ba-4ee1-aedc-2455e843dae9,Saint Paul,VA,Wise,24283,36.94301,-82.34729,2123.0,Rural,America/New_York,Interpreter,1.0,86.0,Regular High School Diploma,Retired,31144.37,Married,Male,No,12.62,14.0,0.0,0.0,No,Two Year,No,No,DSL,,No,Yes,Yes,Yes,Yes,No,Yes,No,Electronic Check,71.85,176.96,6678.82,4,4,4,3,3,3,2,4
8659,H960808,4322764a-ad8b-4a54-8fa2-aa66ddfd7400,Los Angeles,CA,Los Angeles,90008,34.00956,-118.3471,31739.0,Suburban,America/Los_Angeles,Pharmacologist,1.0,53.0,Bachelor's Degree,Part Time,62420.93,Never Married,Female,No,7.57,12.0,3.0,1.0,No,Month-to-month,No,No,DSL,No,No,Yes,No,Yes,Yes,Yes,No,No,Mailed Check,71.64,146.46,6686.42,2,2,2,4,4,3,4,4
8660,L608283,d41e8788-7448-4e95-8706-e0c47079679a,Redding,CA,Shasta,96002,40.53023,-122.3173,33901.0,Urban,America/Los_Angeles,Licensed conveyancer,1.0,63.0,GED or Alternative Credential,Part Time,75451.72,Married,Female,No,9.87,9.0,0.0,0.0,No,One year,No,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Credit Card (automatic),44.88,251.93,4610.59,2,3,3,3,4,3,2,3
8661,Z993409,86abdf19-6270-4240-acfb-a59d9a8feb6b,Teton,ID,Fremont,83451,43.86877,-111.6364,1051.0,Rural,America/Boise,"Designer, jewellery",0.0,77.0,"9th Grade to 12th Grade, No Diploma",Full Time,25259.64,Separated,Female,No,11.92,7.0,3.0,0.0,,Month-to-month,No,No,None,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Bank Transfer(automatic),56.22,162.54,4844.2,4,5,4,3,3,5,5,2
8662,F774246,abb5be44-c096-4d93-8d61-8cc42eac1f02,Magnolia,NJ,Camden,8049,39.85438,-75.03856,5491.0,Suburban,America/New_York,Investment analyst,3.0,68.0,Bachelor's Degree,Retired,19636.59,Divorced,Male,No,13.5,14.0,0.0,0.0,,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,No,Electronic Check,46.63,183.41,4271.13,4,4,4,3,4,4,4,4
8663,A36623,7a735484-1780-4062-9e37-c30e735ca6ca,Montgomery,WV,Fayette,25136,38.16042,-81.33168,1903.0,Rural,America/New_York,"Nurse, adult",0.0,26.0,Regular High School Diploma,Full Time,61210.24,Separated,Male,No,11.8,15.0,3.0,0.0,No,Two Year,No,Yes,None,Yes,No,No,No,Yes,No,Yes,No,Yes,Credit Card (automatic),45.49,116.6,4129.32,5,5,5,4,3,6,5,5
8664,E965419,2225f1f5-8cb3-4a56-a205-0344221ef2e3,Midland,GA,Muscogee,31820,32.57942,-84.82601,10815.0,Rural,America/New_York,Data scientist,0.0,75.0,Regular High School Diploma,Full Time,61350.75,Never Married,Female,No,5.16,13.0,1.0,0.0,,Month-to-month,No,No,None,Yes,Yes,No,Yes,No,No,Yes,No,No,Electronic Check,65.35,159.92,5630.09,3,3,3,3,3,3,4,3
8665,G272085,25e97fa8-a94c-4140-8230-f0476d535987,Clay City,IL,Clay,62824,38.67114,-88.34651,1711.0,Suburban,America/Chicago,Seismic interpreter,2.0,64.0,Master's Degree,Full Time,19242.58,Married,Female,No,13.77,12.0,2.0,0.0,No,One year,Yes,Yes,DSL,Yes,No,No,No,No,No,Yes,Yes,No,Electronic Check,69.68,186.42,6806.91,2,2,4,6,3,5,5,4
8666,K465973,45d8dc83-dfb2-47dc-abfc-7a31687147f9,Magnolia,MN,Rock,56158,43.63905,-96.07365,437.0,Rural,America/Chicago,Scientific laboratory technician,0.0,49.0,Regular High School Diploma,Part Time,52838.06,Widowed,Female,No,13.46,11.0,1.0,0.0,Yes,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,,No,No,Yes,Bank Transfer(automatic),54.43,158.29,4491.18,2,3,3,4,3,2,3,4
8667,W368790,f1d6e739-991d-44d1-9223-3e92a9b9837c,Toledo,OH,Lucas,43604,41.65204,-83.53993,8920.0,Suburban,America/New_York,Energy manager,3.0,67.0,Regular High School Diploma,Full Time,24407.64,Divorced,Male,No,12.22,10.0,0.0,0.0,No,Two Year,Yes,No,None,No,No,No,Yes,Yes,No,No,Yes,No,Credit Card (automatic),67.92,148.82,6018.47,3,2,3,5,4,4,4,3
8668,Q610916,ccea4a22-e2e7-4d5a-82d7-541778cc97e9,Eunice,NM,Lea,88231,32.44907,-103.255,3412.0,Rural,America/Denver,Forensic psychologist,1.0,75.0,"Some College, 1 or More Years, No Degree",Full Time,44054.39,Never Married,Male,No,9.74,13.0,0.0,0.0,No,Two Year,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Bank Transfer(automatic),68.44,172.78,6130.46,1,2,2,2,6,1,3,2
8669,O435835,b38b0583-1c2f-4a95-8f41-29dae84569b1,Union Star,KY,Breckinridge,40171,37.9717,-86.45199,173.0,Urban,America/Chicago,Art therapist,3.0,59.0,Bachelor's Degree,Full Time,58054.58,Married,Female,No,6.72,8.0,2.0,0.0,,One year,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Electronic Check,69.23,240.36,6260.19,3,3,4,2,4,5,2,3
8670,Q724137,411bbc8a-a3af-4a2a-be67-ccfef2d955d7,Twin Mountain,NH,Coos,3595,44.30622,-71.5268,660.0,Urban,America/New_York,"Education officer, environmental",10.0,65.0,Master's Degree,Full Time,50637.64,Married,Female,No,11.08,14.0,0.0,0.0,,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,Yes,,Yes,Yes,No,Mailed Check,66.91,245.25,6916.24,2,2,2,6,2,3,4,4
8671,I250725,b29d84d0-39ea-44c1-9e58-a54799b0cb2c,Vienna,VA,Fairfax,22181,38.90637,-77.2944,15299.0,Rural,America/New_York,Pension scheme manager,1.0,80.0,No Schooling Completed,Full Time,42381.66,Separated,Male,No,10.79,11.0,2.0,0.0,No,One year,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Yes,No,No,Mailed Check,57.23,164.59,4715.55,5,4,4,4,3,3,4,4
8672,J75757,d0c31252-1fda-46a0-8b3e-31cf6e8e3bab,Milledgeville,TN,McNairy,38359,35.36983,-88.35135,336.0,Suburban,America/Chicago,Physiotherapist,0.0,67.0,Regular High School Diploma,Full Time,84647.54,Divorced,Male,No,12.13,4.0,0.0,1.0,No,Month-to-month,No,No,DSL,Yes,No,No,No,Yes,No,No,No,Yes,Electronic Check,36.52,105.68,3435.15,5,6,4,3,5,6,3,6
8673,S541475,ab150d65-e842-4f00-bfbf-b8f6c34379c5,Hartselle,AL,Morgan,35640,34.44125,-86.94406,24570.0,Suburban,America/Chicago,"Engineer, materials",3.0,54.0,"9th Grade to 12th Grade, No Diploma",Full Time,69911.65,Divorced,Male,No,14.26,16.0,0.0,0.0,,Month-to-month,Yes,No,Fiber Optic,,No,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,71.34,221.08,6509.69,2,4,3,2,4,2,3,3
8674,P218738,218abff1-250c-4991-9dd1-d51a2089d7dd,Flossmoor,IL,Cook,60422,41.53698,-87.68411,9768.0,Urban,America/Chicago,Planning and development surveyor,2.0,40.0,Regular High School Diploma,Student,36844.26,Separated,Male,No,12.66,17.0,0.0,0.0,No,Two Year,No,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Electronic Check,39.36,194.77,3850.58,3,3,3,2,5,3,5,3
8675,O881990,e71c269d-c455-4ff1-aae7-b7ae8568ef90,Drain,OR,Douglas,97435,43.70037,-123.3349,2137.0,Suburban,America/Los_Angeles,Gaffer,0.0,77.0,GED or Alternative Credential,Full Time,25875.88,Married,Male,No,40.46,8.0,2.0,0.0,No,Two Year,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Bank Transfer(automatic),51.4,239.44,5130.23,3,3,2,4,3,4,4,4
8676,S883911,f8964121-22c1-4b6a-9520-90a8efa51c7d,Deer Park,TX,Harris,77536,29.69839,-95.12128,33015.0,Suburban,America/Chicago,Landscape architect,0.0,80.0,Bachelor's Degree,Student,90621.46,Separated,Female,No,11.86,11.0,0.0,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,No,No,No,Yes,No,Electronic Check,60.47,172.43,5181.08,5,4,4,2,6,5,4,4
8677,V588439,6eca0490-e5dd-4ad5-bd07-c0d50c7cf24a,Pointblank,TX,San Jacinto,77364,30.76591,-95.22091,1551.0,Urban,America/Chicago,Emergency planning/management officer,1.0,30.0,Master's Degree,Full Time,21652.17,Divorced,Female,No,11.2,14.0,1.0,1.0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Bank Transfer(automatic),49.12,205.23,4563.36,3,5,4,3,4,4,5,4
8678,J305888,c5b6cba2-6f59-4352-a5a3-3017ee50f6a3,Sanders,AZ,Apache,86512,35.09844,-109.2694,2889.0,Rural,America/Phoenix,Publishing rights manager,1.0,39.0,"Some College, Less than 1 Year",Student,10149.33,Married,Female,No,14.92,12.0,0.0,0.0,Yes,Two Year,Yes,Yes,None,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Mailed Check,49.92,155.85,2712.96,2,3,4,1,4,2,4,3
8679,Q270313,5293a3fc-4498-4c21-8307-0f3dc98dd14a,Ellenboro,NC,Rutherford,28040,35.39149,-81.74721,7738.0,Rural,America/New_York,Media buyer,1.0,80.0,"Some College, 1 or More Years, No Degree",Full Time,27756.0,Widowed,Male,No,13.4,17.0,0.0,1.0,No,Two Year,No,No,DSL,Yes,Yes,Yes,No,No,,Yes,No,No,Bank Transfer(automatic),43.5,164.8,4300.05,4,4,5,1,5,4,2,2
8680,H750600,15b6e747-0be8-4b84-b92d-4d58569585ae,Colby,KS,Thomas,67701,39.39603,-101.0596,6380.0,Suburban,America/Chicago,Multimedia programmer,4.0,88.0,No Schooling Completed,Full Time,27208.28,Separated,Female,No,11.08,12.0,1.0,0.0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,Yes,No,,Yes,Yes,Yes,Mailed Check,60.42,228.59,5495.76,3,3,5,4,3,5,1,3
8681,Z401773,6ba10b7d-e92a-4dce-8857-65bdd9294877,Bendena,KS,Doniphan,66008,39.71221,-95.17244,214.0,Suburban,America/Chicago,Broadcast presenter,4.0,70.0,"Some College, Less than 1 Year",Part Time,29828.13,Separated,Male,No,9.14,13.0,0.0,0.0,No,One year,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Bank Transfer(automatic),49.16,254.97,6699.37,3,3,2,4,3,2,3,5
8682,I475020,73c250d4-4be2-4ab8-ac9b-eb5d065577a1,Hollywood,FL,Broward,33027,25.98245,-80.34359,60191.0,Rural,America/New_York,Intelligence analyst,1.0,64.0,Master's Degree,Full Time,30992.61,Married,Female,No,12.84,12.0,2.0,0.0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Bank Transfer(automatic),57.36,161.54,5233.3,2,3,3,4,3,4,3,3
8683,E459915,b625b2fb-a8a4-47b9-a091-b64087432370,Glen Head,NY,Nassau,11545,40.82704,-73.58902,12390.0,Suburban,America/New_York,Translator,4.0,33.0,Bachelor's Degree,Retired,43343.9,Married,Male,No,10.55,11.0,2.0,1.0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Electronic Check,51.73,172.19,4744.54,4,4,4,3,3,4,5,5
8684,A560329,e91934ec-12e9-45bb-a7d4-d3c7764c4e5a,Newberry,MI,Luce,49868,46.49368,-85.50573,5282.0,Rural,America/Detroit,"Psychologist, clinical",4.0,32.0,Professional School Degree,Retired,38645.12,Married,Male,No,10.2,13.0,1.0,1.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,No,Yes,No,No,Yes,Bank Transfer(automatic),66.07,126.9,5981.97,3,3,4,3,4,3,5,3
8685,K400482,523f6e2e-296c-4c3d-b8da-3003b7049433,Felt,ID,Teton,83424,43.91288,-111.1659,397.0,Urban,America/Boise,"Engineer, automotive",3.0,81.0,Regular High School Diploma,Unemployed,27909.04,Never Married,Female,No,11.39,10.0,1.0,0.0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Credit Card (automatic),71.32,235.15,6821.29,3,3,3,5,2,4,2,3
8686,E705949,c3c4c545-2954-4875-8556-7b4ea62e810d,Waves,NC,Dare,27982,35.56512,-75.46629,54.0,Urban,America/New_York,Petroleum engineer,2.0,49.0,Regular High School Diploma,Full Time,75040.63,Divorced,Male,No,11.41,10.0,3.0,0.0,,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Credit Card (automatic),67.79,204.28,6139.35,4,3,3,3,4,3,4,4
8687,M646019,f5f7bea8-56d8-4c08-86f4-9e9e0ae304ad,Whitesville,NY,Allegany,14897,42.02921,-77.79237,811.0,Suburban,America/New_York,"Administrator, Civil Service",1.0,68.0,"Some College, 1 or More Years, No Degree",Full Time,44282.56,Married,Male,No,8.36,9.0,0.0,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Bank Transfer(automatic),59.13,219.54,5338.38,3,4,4,3,4,2,4,3
8688,O302793,aac2948f-9f15-4684-8ffe-22040e559ab8,Madison,WI,Dane,53726,43.06975,-89.42264,5334.0,Urban,America/Chicago,Art gallery manager,4.0,44.0,GED or Alternative Credential,Full Time,18033.08,Married,Male,No,6.78,7.0,1.0,0.0,Yes,Month-to-month,No,No,None,No,No,No,Yes,No,Yes,Yes,No,No,Electronic Check,49.72,139.88,4553.52,4,4,4,4,4,2,3,2
8689,E698741,630b08c6-e06b-4ac0-94a7-a220ba17487d,Vassar,KS,Osage,66543,38.64159,-95.60051,1169.0,Urban,America/Chicago,Manufacturing systems engineer,3.0,79.0,Bachelor's Degree,Unemployed,55474.57,Separated,Female,No,10.7,14.0,2.0,0.0,No,Two Year,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Electronic Check,66.27,195.09,5766.23,3,3,4,3,3,3,3,2
8690,A987044,6f944900-d0b5-440c-ac30-edefafbd6d55,Crofton,MD,Anne Arundel,21114,39.00962,-76.68423,26759.0,Suburban,America/New_York,Haematologist,1.0,42.0,"Some College, 1 or More Years, No Degree",Student,28147.43,Widowed,Female,Yes,15.25,13.0,0.0,0.0,,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Electronic Check,56.79,234.71,5918.08,4,4,3,3,3,4,3,2
8691,D956699,fa3cb7b8-bcb1-4daa-9c84-a1cc9861d61b,Scranton,SC,Florence,29591,33.9384,-79.76241,5350.0,Urban,America/New_York,Nutritional therapist,2.0,30.0,Regular High School Diploma,Full Time,37631.87,Married,Female,No,8.72,15.0,1.0,0.0,,Month-to-month,Yes,No,DSL,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Credit Card (automatic),66.55,152.16,6256.19,2,3,2,4,3,2,5,4
8692,S451747,72902ddc-0735-4aaa-ac5a-c5b1a1f5b2f5,Summersville,WV,Nicholas,26651,38.32431,-80.87245,9205.0,Rural,America/New_York,Futures trader,0.0,24.0,"Some College, Less than 1 Year",Full Time,30834.89,Widowed,Female,No,14.63,17.0,1.0,0.0,No,Month-to-month,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Credit Card (automatic),70.62,160.76,6157.4,3,2,3,2,6,2,3,3
8693,R45785,78c2914e-4478-42e1-908a-927b180951a3,Closter,NJ,Bergen,7624,40.97331,-73.96053,8577.0,Rural,America/New_York,Careers adviser,3.0,57.0,"9th Grade to 12th Grade, No Diploma",Full Time,14549.37,Divorced,Male,No,13.7,14.0,0.0,0.0,No,Month-to-month,Yes,Yes,Fiber Optic,,No,No,Yes,Yes,No,No,Yes,No,Credit Card (automatic),51.98,182.53,4745.4,3,2,3,4,4,2,2,4
8694,R374499,1651480e-c343-41fd-aa6a-adabb84cbf9e,West Henrietta,NY,Monroe,14586,43.04181,-77.68688,11897.0,Rural,America/New_York,"Nurse, mental health",3.0,51.0,Associate's Degree,Full Time,34373.72,Separated,Male,No,15.55,11.0,0.0,0.0,,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,No,Mailed Check,68.18,182.51,6166.26,4,4,4,2,4,3,4,4
8695,Y747047,db7205d1-c6d5-4cac-97b1-f1ae348f082f,Pompano Beach,FL,Broward,33069,26.23566,-80.15791,27612.0,Suburban,America/New_York,Adult nurse,10.0,43.0,"Some College, 1 or More Years, No Degree",Unemployed,9043.82,Married,Male,No,40.08,15.0,0.0,0.0,,One year,Yes,No,DSL,,No,Yes,No,Yes,Yes,Yes,No,Yes,Mailed Check,55.84,173.59,5722.76,2,3,2,3,4,2,3,4
8696,D666505,15598f4f-1aad-4a46-8e89-a51944ffeb82,Rosewood,OH,Champaign,43070,40.21577,-83.95792,159.0,Urban,America/New_York,Chartered management accountant,1.0,58.0,Regular High School Diploma,Full Time,36569.31,Married,Female,No,9.15,13.0,1.0,0.0,,One year,No,No,None,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Mailed Check,50.77,137.44,4401.49,4,5,5,3,4,4,4,4
8697,K492175,0e0989cc-222b-4c84-b897-70a9e179e2fc,Kingfisher,OK,Kingfisher,73750,35.85545,-97.95233,7485.0,Suburban,America/Chicago,"Research officer, political party",0.0,68.0,GED or Alternative Credential,Full Time,23962.0,Never Married,Male,No,10.7,14.0,1.0,1.0,No,Month-to-month,No,No,DSL,Yes,No,No,No,No,No,No,Yes,No,Credit Card (automatic),48.01,127.54,5662.2,4,4,4,4,3,5,4,5
